,time,steps,apples,scores,wins
0,03:30:49,16,1,-7.56263492063492,False
1,03:30:49,8,0,-10.08,False
2,03:30:49,29,0,-10.28,False
3,03:30:49,13,0,-10.12,False
4,03:30:49,4,0,-10.03,False
5,03:30:49,6,1,-7.460634920634921,False
6,03:30:50,18,0,-10.17,False
7,03:30:50,4,0,-10.03,False
8,03:30:50,2,0,-10.01,False
9,03:30:50,12,0,-10.11,False
10,03:30:50,1,0,-10.0,False
11,03:30:50,2,0,-10.01,False
12,03:30:50,12,0,-10.11,False
13,03:30:50,1,0,-10.0,False
14,03:30:50,4,0,-10.03,False
15,03:30:50,11,0,-10.1,False
16,03:30:50,27,0,-10.26,False
17,03:30:50,30,0,-10.290000000000001,False
18,03:30:50,11,0,-10.1,False
19,03:30:50,1,0,-10.0,False
20,03:30:50,7,0,-10.06,False
21,03:30:50,2,0,-10.01,False
22,03:30:50,24,0,-10.23,False
23,03:30:50,8,0,-10.07,False
24,03:30:50,16,1,-7.570634920634921,False
25,03:30:50,15,0,-10.131,False
26,03:30:50,15,0,-10.14,False
27,03:30:50,8,0,-10.07,False
28,03:30:51,6,0,-10.05,False
29,03:30:51,4,0,-10.03,False
30,03:30:51,3,0,-10.02,False
31,03:30:51,5,0,-10.04,False
32,03:30:51,2,0,-10.01,False
33,03:30:51,6,0,-10.05,False
34,03:30:51,3,0,-10.02,False
35,03:30:51,1,0,-10.0,False
36,03:30:51,8,0,-10.07,False
37,03:30:51,1,0,-10.0,False
38,03:30:51,9,0,-10.08,False
39,03:30:51,5,0,-10.04,False
40,03:30:51,14,0,-10.13,False
41,03:30:51,7,0,-10.06,False
42,03:30:51,1,0,-10.0,False
43,03:30:51,15,0,-10.14,False
44,03:30:51,8,0,-10.07,False
45,03:30:51,6,0,-10.05,False
46,03:30:51,2,0,-10.01,False
47,03:30:51,9,0,-10.08,False
48,03:30:51,7,0,-10.06,False
49,03:30:51,6,0,-10.05,False
50,03:30:51,5,0,-10.04,False
51,03:30:51,12,0,-10.11,False
52,03:30:51,23,0,-10.22,False
53,03:30:51,8,0,-10.07,False
54,03:30:51,7,0,-10.06,False
55,03:30:51,13,0,-10.12,False
56,03:30:52,16,0,-10.15,False
57,03:30:52,2,0,-10.01,False
58,03:30:52,9,0,-10.08,False
59,03:30:52,3,0,-10.02,False
60,03:30:52,6,0,-10.05,False
61,03:30:52,3,0,-10.02,False
62,03:30:52,44,0,-10.43,False
63,03:30:52,14,0,-10.13,False
64,03:30:52,14,0,-10.13,False
65,03:30:52,20,1,-7.635634920634921,False
66,03:30:52,5,0,-10.031,False
67,03:30:52,56,1,-7.994634920634919,False
68,03:30:52,2,0,-10.001,False
69,03:30:52,8,0,-10.07,False
70,03:30:52,14,0,-10.13,False
71,03:30:52,8,0,-10.07,False
72,03:30:53,57,0,-10.56,False
73,03:30:53,12,0,-10.11,False
74,03:30:53,6,0,-10.05,False
75,03:30:53,6,0,-10.05,False
76,03:30:53,11,0,-10.1,False
77,03:30:53,51,1,-7.960634920634918,False
78,03:30:53,1,0,-10.0,False
79,03:30:53,8,0,-10.061,False
80,03:30:53,1,0,-10.0,False
81,03:30:53,15,1,-7.551634920634921,False
82,03:30:53,22,1,-7.62063492063492,False
83,03:30:53,3,0,-10.03,False
84,03:30:54,64,0,-10.64,False
85,03:30:54,33,1,-7.74263492063492,False
86,03:30:54,4,0,-10.021,False
87,03:30:54,3,0,-10.02,False
88,03:30:54,6,0,-10.05,False
89,03:30:54,22,0,-10.21,False
90,03:30:54,24,0,-10.23,False
91,03:30:54,2,0,-10.01,False
92,03:30:54,6,0,-10.05,False
93,03:30:54,1,0,-10.0,False
94,03:30:54,16,0,-10.15,False
95,03:30:54,2,0,-10.01,False
96,03:30:54,1,0,-10.0,False
97,03:30:54,6,0,-10.05,False
98,03:30:54,11,0,-10.1,False
99,03:30:54,42,0,-10.41,False
100,03:30:55,54,1,-7.956634920634919,False
101,03:30:55,34,0,-10.34,False
102,03:30:55,53,1,-7.954634920634918,False
103,03:30:55,23,0,-10.211,False
104,03:30:55,64,0,-10.64,False
105,03:30:55,1,0,-10.0,False
106,03:30:55,2,0,-10.01,False
107,03:30:55,30,0,-10.290000000000001,False
108,03:30:55,2,0,-10.01,False
109,03:30:56,1,0,-10.0,False
110,03:30:56,3,0,-10.02,False
111,03:30:56,10,0,-10.09,False
112,03:30:56,2,0,-10.01,False
113,03:30:56,15,1,-7.555634920634921,False
114,03:30:56,8,0,-10.061,False
115,03:30:56,116,2,-5.998587301587297,False
116,03:30:57,100,1,-8.404634920634917,False
117,03:30:57,12,0,-10.12,False
118,03:30:57,1,0,-10.0,False
119,03:30:57,64,0,-10.64,False
120,03:30:57,29,0,-10.28,False
121,03:30:57,1,0,-10.0,False
122,03:30:57,38,1,-7.88263492063492,False
123,03:30:58,64,0,-10.631,False
124,03:30:58,35,0,-10.34,False
125,03:30:58,64,0,-10.64,False
126,03:30:58,2,0,-10.01,False
127,03:30:58,64,0,-10.64,False
128,03:30:59,64,0,-10.64,False
129,03:30:59,64,0,-10.64,False
130,03:30:59,1,0,-10.0,False
131,03:30:59,64,0,-10.64,False
132,03:30:59,1,0,-10.0,False
133,03:30:59,2,0,-10.01,False
134,03:31:00,64,0,-10.64,False
135,03:31:00,2,0,-10.01,False
136,03:31:00,64,0,-10.64,False
137,03:31:00,64,0,-10.64,False
138,03:31:00,64,0,-10.64,False
139,03:31:00,1,0,-10.0,False
140,03:31:01,64,0,-10.64,False
141,03:31:01,64,0,-10.64,False
142,03:31:01,64,0,-10.64,False
143,03:31:02,64,0,-10.64,False
144,03:31:02,64,0,-10.64,False
145,03:31:02,106,1,-8.511634920634918,False
146,03:31:03,64,0,-10.631,False
147,03:31:03,17,0,-10.16,False
148,03:31:03,6,0,-10.05,False
149,03:31:03,64,0,-10.64,False
150,03:31:03,64,0,-10.64,False
151,03:31:03,26,0,-10.25,False
152,03:31:04,64,0,-10.64,False
153,03:31:04,64,0,-10.64,False
154,03:31:04,1,0,-10.0,False
155,03:31:04,64,0,-10.64,False
156,03:31:05,64,0,-10.64,False
157,03:31:05,1,0,-10.0,False
158,03:31:05,64,0,-10.64,False
159,03:31:05,64,0,-10.64,False
160,03:31:05,1,0,-10.0,False
161,03:31:05,53,0,-10.52,False
162,03:31:06,64,0,-10.64,False
163,03:31:06,64,0,-10.64,False
164,03:31:06,64,0,-10.64,False
165,03:31:06,64,0,-10.64,False
166,03:31:07,64,0,-10.64,False
167,03:31:07,66,1,-8.092634920634918,False
168,03:31:07,64,0,-10.631,False
169,03:31:07,1,0,-10.0,False
170,03:31:08,64,0,-10.64,False
171,03:31:08,2,0,-10.01,False
172,03:31:08,64,0,-10.64,False
173,03:31:08,64,0,-10.64,False
174,03:31:08,27,0,-10.26,False
175,03:31:09,64,0,-10.64,False
176,03:31:09,64,0,-10.64,False
177,03:31:09,64,0,-10.64,False
178,03:31:09,2,0,-10.01,False
179,03:31:10,64,0,-10.64,False
180,03:31:10,45,0,-10.44,False
181,03:31:10,64,0,-10.64,False
182,03:31:10,1,0,-10.0,False
183,03:31:10,66,1,-8.092634920634918,False
184,03:31:11,64,0,-10.65,False
185,03:31:11,64,0,-10.64,False
186,03:31:11,64,0,-10.64,False
