,time,steps,apples,scores,wins
0,02:40:21,19,0,-10.18,False
1,02:40:21,1,0,-10.0,False
2,02:40:21,27,0,-10.26,False
3,02:40:21,14,0,-10.13,False
4,02:40:21,4,0,-10.03,False
5,02:40:21,3,0,-10.02,False
6,02:40:21,2,0,-10.01,False
7,02:40:22,18,0,-10.17,False
8,02:40:22,3,0,-10.02,False
9,02:40:22,4,0,-10.03,False
10,02:40:22,2,0,-10.01,False
11,02:40:22,4,0,-10.03,False
12,02:40:22,13,0,-10.12,False
13,02:40:22,3,0,-10.02,False
14,02:40:22,9,0,-10.08,False
15,02:40:22,10,0,-10.09,False
16,02:40:22,1,0,-10.0,False
17,02:40:22,2,0,-10.01,False
18,02:40:22,5,0,-10.04,False
19,02:40:22,2,0,-10.01,False
20,02:40:22,12,0,-10.11,False
21,02:40:22,21,0,-10.2,False
22,02:40:22,21,0,-10.2,False
23,02:40:22,9,0,-10.08,False
24,02:40:22,29,1,-7.77,False
25,02:40:22,2,0,-10.01,False
26,02:40:22,9,0,-10.08,False
27,02:40:22,4,0,-10.03,False
28,02:40:23,42,0,-10.41,False
29,02:40:23,10,0,-10.09,False
30,02:40:23,1,0,-10.0,False
31,02:40:23,16,0,-10.15,False
32,02:40:23,2,0,-10.01,False
33,02:40:23,3,0,-10.02,False
34,02:40:23,11,0,-10.1,False
35,02:40:23,20,1,-7.679999999999996,False
36,02:40:23,5,0,-10.04,False
37,02:40:23,12,0,-10.11,False
38,02:40:23,10,0,-10.09,False
39,02:40:23,12,0,-10.11,False
40,02:40:23,24,0,-10.23,False
41,02:40:23,19,0,-10.18,False
42,02:40:23,16,1,-7.639999999999999,False
43,02:40:23,14,0,-10.13,False
44,02:40:23,10,0,-10.09,False
45,02:40:23,1,0,-10.0,False
46,02:40:23,2,0,-10.01,False
47,02:40:23,2,0,-10.01,False
48,02:40:23,6,0,-10.05,False
49,02:40:23,21,0,-10.2,False
50,02:40:23,2,0,-10.01,False
51,02:40:24,3,0,-10.02,False
52,02:40:24,3,0,-10.02,False
53,02:40:24,5,0,-10.04,False
54,02:40:24,5,0,-10.04,False
55,02:40:24,24,0,-10.23,False
56,02:40:24,22,0,-10.21,False
57,02:40:24,12,0,-10.11,False
58,02:40:24,18,0,-10.17,False
59,02:40:24,7,1,-7.549999999999999,False
60,02:40:24,10,0,-10.09,False
61,02:40:24,1,0,-10.0,False
62,02:40:24,14,0,-10.13,False
63,02:40:24,29,0,-10.28,False
64,02:40:24,2,0,-10.01,False
65,02:40:24,24,0,-10.23,False
66,02:40:24,8,0,-10.07,False
67,02:40:24,4,0,-10.03,False
68,02:40:24,22,0,-10.21,False
69,02:40:25,5,0,-10.04,False
70,02:40:25,2,0,-10.01,False
71,02:40:25,1,0,-10.0,False
72,02:40:25,4,0,-10.03,False
73,02:40:25,37,2,-5.339999999999995,False
74,02:40:25,1,0,-10.0,False
75,02:40:25,21,1,-7.689999999999997,False
76,02:40:25,2,0,-10.01,False
77,02:40:25,2,0,-10.01,False
78,02:40:25,2,0,-10.01,False
79,02:40:25,2,0,-10.01,False
80,02:40:25,1,0,-10.0,False
81,02:40:25,19,0,-10.18,False
82,02:40:25,12,0,-10.11,False
83,02:40:25,5,0,-10.04,False
84,02:40:25,16,1,-7.6400000000000015,False
85,02:40:25,1,0,-10.0,False
86,02:40:25,1,0,-10.0,False
