,time,steps,apples,scores,wins
0,09:36:14,18,1,-7.6599999999999975,False
1,09:36:14,34,1,-7.8199999999999985,False
2,09:36:14,10,0,-10.09,False
3,09:36:14,2,0,-10.01,False
4,09:36:14,25,0,-10.24,False
5,09:36:14,5,0,-10.04,False
6,09:36:14,5,1,-7.5299999999999985,False
7,09:36:14,6,0,-10.05,False
8,09:36:14,13,1,-7.6099999999999985,False
9,09:36:14,8,0,-10.07,False
10,09:36:14,1,0,-10.0,False
11,09:36:14,1,0,-10.0,False
12,09:36:14,41,0,-10.4,False
13,09:36:14,6,0,-10.05,False
14,09:36:14,5,0,-10.04,False
15,09:36:14,2,0,-10.01,False
16,09:36:14,6,0,-10.05,False
17,09:36:15,5,1,-7.5299999999999985,False
18,09:36:15,45,2,-5.419999999999993,False
19,09:36:15,4,0,-10.03,False
20,09:36:15,3,0,-10.02,False
21,09:36:15,9,0,-10.08,False
22,09:36:15,64,0,-10.64,False
23,09:36:15,26,0,-10.25,False
24,09:36:15,13,0,-10.12,False
25,09:36:15,12,1,-7.6,False
26,09:36:15,1,0,-10.0,False
27,09:36:15,3,0,-10.02,False
28,09:36:15,1,0,-10.0,False
29,09:36:15,6,0,-10.05,False
30,09:36:15,4,0,-10.03,False
31,09:36:15,20,0,-10.19,False
32,09:36:15,4,0,-10.03,False
33,09:36:15,14,0,-10.13,False
34,09:36:15,3,1,-7.51,False
35,09:36:15,3,0,-10.02,False
36,09:36:15,7,0,-10.06,False
37,09:36:15,7,0,-10.06,False
38,09:36:15,37,0,-10.36,False
39,09:36:15,5,0,-10.04,False
40,09:36:15,2,0,-10.01,False
41,09:36:16,15,0,-10.14,False
42,09:36:16,30,0,-10.29,False
43,09:36:16,12,0,-10.11,False
44,09:36:16,3,0,-10.02,False
45,09:36:16,7,0,-10.06,False
46,09:36:16,22,0,-10.21,False
47,09:36:16,5,0,-10.04,False
48,09:36:16,30,0,-10.29,False
49,09:36:16,4,0,-10.03,False
50,09:36:16,11,0,-10.1,False
51,09:36:16,2,0,-10.01,False
52,09:36:16,1,0,-10.0,False
53,09:36:16,24,0,-10.23,False
54,09:36:16,64,0,-10.64,False
55,09:36:16,8,0,-10.07,False
56,09:36:16,29,0,-10.28,False
57,09:36:16,4,0,-10.03,False
58,09:36:16,14,0,-10.13,False
59,09:36:16,1,0,-10.0,False
60,09:36:16,21,0,-10.2,False
61,09:36:16,12,0,-10.11,False
62,09:36:17,62,0,-10.61,False
63,09:36:17,2,0,-10.01,False
64,09:36:17,10,0,-10.09,False
65,09:36:17,15,0,-10.14,False
66,09:36:17,7,0,-10.06,False
67,09:36:17,2,0,-10.01,False
68,09:36:17,10,0,-10.09,False
69,09:36:17,6,0,-10.05,False
70,09:36:17,26,0,-10.25,False
71,09:36:17,8,0,-10.07,False
72,09:36:17,16,0,-10.15,False
73,09:36:17,24,1,-7.719999999999998,False
74,09:36:17,10,0,-10.09,False
75,09:36:17,64,0,-10.64,False
76,09:36:17,7,0,-10.06,False
77,09:36:17,30,0,-10.29,False
78,09:36:18,47,0,-10.46,False
79,09:36:18,2,0,-10.01,False
80,09:36:18,24,0,-10.23,False
81,09:36:18,97,2,-5.939999999999992,False
82,09:36:18,58,0,-10.57,False
83,09:36:18,1,0,-10.0,False
84,09:36:18,3,0,-10.02,False
85,09:36:18,11,0,-10.1,False
86,09:36:18,24,0,-10.23,False
87,09:36:18,5,0,-10.04,False
88,09:36:18,47,0,-10.46,False
89,09:36:18,2,0,-10.01,False
90,09:36:18,1,0,-10.0,False
91,09:36:18,14,1,-7.619999999999997,False
92,09:36:18,3,0,-10.02,False
93,09:36:18,4,0,-10.03,False
94,09:36:19,97,1,-8.459999999999997,False
95,09:36:19,64,0,-10.64,False
96,09:36:19,1,0,-10.0,False
97,09:36:19,7,0,-10.06,False
98,09:36:19,17,0,-10.16,False
99,09:36:19,5,0,-10.04,False
100,09:36:19,46,0,-10.45,False
101,09:36:19,59,1,-8.06999999999999,False
102,09:36:19,38,0,-10.37,False
103,09:36:20,13,0,-10.12,False
104,09:36:20,64,0,-10.64,False
105,09:36:20,2,0,-10.01,False
106,09:36:20,101,1,-8.499999999999998,False
107,09:36:20,2,0,-10.01,False
108,09:36:20,64,0,-10.64,False
109,09:36:20,17,0,-10.16,False
110,09:36:20,64,0,-10.64,False
111,09:36:20,1,0,-10.0,False
112,09:36:21,64,0,-10.64,False
113,09:36:21,18,0,-10.17,False
114,09:36:21,64,0,-10.64,False
115,09:36:21,64,0,-10.64,False
116,09:36:21,2,0,-10.01,False
117,09:36:21,19,0,-10.18,False
118,09:36:21,1,0,-10.0,False
119,09:36:21,64,0,-10.64,False
120,09:36:21,21,1,-7.689999999999997,False
121,09:36:22,64,0,-10.64,False
122,09:36:22,46,0,-10.45,False
123,09:36:22,8,0,-10.07,False
124,09:36:22,64,0,-10.64,False
125,09:36:22,64,0,-10.64,False
126,09:36:22,64,0,-10.64,False
127,09:36:22,2,0,-10.01,False
128,09:36:23,63,0,-10.62,False
129,09:36:23,64,0,-10.64,False
130,09:36:23,64,0,-10.64,False
131,09:36:23,2,0,-10.01,False
132,09:36:23,35,0,-10.34,False
133,09:36:23,1,0,-10.0,False
134,09:36:23,39,0,-10.38,False
135,09:36:24,99,1,-8.479999999999997,False
136,09:36:24,64,0,-10.64,False
137,09:36:24,16,0,-10.15,False
138,09:36:24,64,0,-10.64,False
