,time,steps,apples,scores,wins
0,13:38:05,4,0,-10.03,False
1,13:38:05,3,0,-10.02,False
2,13:38:05,11,0,-10.1,False
3,13:38:05,2,0,-10.01,False
4,13:38:05,18,0,-10.17,False
5,13:38:05,14,0,-10.13,False
6,13:38:06,36,1,-7.802634920634921,False
7,13:38:06,2,0,-10.001,False
8,13:38:06,17,0,-10.16,False
9,13:38:06,5,0,-10.04,False
10,13:38:06,3,0,-10.02,False
11,13:38:06,8,0,-10.07,False
12,13:38:06,3,0,-10.02,False
13,13:38:06,3,0,-10.02,False
14,13:38:06,25,1,-7.65063492063492,False
15,13:38:06,19,0,-10.19,False
16,13:38:06,57,0,-10.56,False
17,13:38:06,1,0,-10.0,False
18,13:38:06,1,0,-10.0,False
19,13:38:06,7,0,-10.06,False
20,13:38:06,8,0,-10.07,False
21,13:38:07,4,0,-10.03,False
22,13:38:07,2,0,-10.01,False
23,13:38:07,7,0,-10.06,False
24,13:38:07,23,0,-10.22,False
25,13:38:07,1,0,-10.0,False
26,13:38:07,17,0,-10.16,False
27,13:38:07,44,0,-10.43,False
28,13:38:07,6,0,-10.05,False
29,13:38:07,16,0,-10.15,False
30,13:38:07,2,0,-10.01,False
31,13:38:07,2,0,-10.01,False
32,13:38:07,21,0,-10.2,False
33,13:38:07,32,0,-10.31,False
34,13:38:07,34,0,-10.33,False
35,13:38:08,8,0,-10.07,False
36,13:38:08,7,0,-10.06,False
37,13:38:08,17,0,-10.16,False
38,13:38:08,14,0,-10.13,False
39,13:38:08,64,0,-10.64,False
40,13:38:08,45,0,-10.44,False
41,13:38:08,23,0,-10.22,False
42,13:38:08,32,0,-10.31,False
43,13:38:08,2,0,-10.01,False
44,13:38:09,83,1,-8.262634920634918,False
45,13:38:09,27,1,-7.68863492063492,False
46,13:38:09,1,0,-10.0,False
47,13:38:09,2,0,-10.001,False
48,13:38:09,3,0,-10.02,False
49,13:38:09,12,0,-10.11,False
50,13:38:09,2,0,-10.01,False
51,13:38:09,3,0,-10.02,False
52,13:38:09,2,0,-10.01,False
53,13:38:09,2,0,-10.01,False
54,13:38:09,7,0,-10.06,False
55,13:38:09,31,0,-10.3,False
56,13:38:09,1,0,-10.0,False
57,13:38:09,23,1,-7.677634920634921,False
58,13:38:10,62,0,-10.600999999999999,False
59,13:38:10,17,0,-10.16,False
60,13:38:10,3,0,-10.02,False
61,13:38:10,32,2,-5.1115873015873,False
62,13:38:10,2,0,-10.001,False
63,13:38:10,13,0,-10.12,False
